Name,Group,Stream URL,Logo,EPG
Hardcore HD 720 (18+),,http://nruxmzi.ojswi5dsmftgm2ldfz4hs6q.cmle.ru/hardcore.m3u8,,
Hot (18+),,http://lightningstreams.com:8080/Rodney-Pinard/zBSEuyV9wQ/56170,,
Hustler HD (18+),,http://78.29.1.66/live/hustler_hd/copy/playlist.m3u8,,
Hustler TV (18+),,http://81.182.131.186:9000/stream/channelid/214388561,,
Interracial HD 720 (18+),,http://nruxmzi.ojswi5dsmftgm2ldfz4hs6q.cmle.ru/interracial.m3u8,,
Jasmin TV (18+),,http://109.71.162.112:1935/live/sd.jasminchannel.stream/chunklist_w1696432778.m3u8,,
Jasmin TV HD 720 (18+),,http://109.71.162.112:1935/live/hd.jasminchannel.stream/chunklist_w1793148297.m3u8,,
Latina HD 720 (18+),,http://nruxmzi.ojswi5dsmftgm2ldfz4hs6q.cmle.ru/latina.m3u8,,
Leo TV (18+),,http://full.genesis11.me:8000/live/vi1RWn5GfN/ygZKqbRWyI/69804.ts,,
Lesbian HD 720 (18+),,http://nruxmzi.ojswi5dsmftgm2ldfz4hs6q.cmle.ru/lesbian.m3u8,,
Meiden Van Holland (18+),,http://primestreams.tv:826/jamesfamily/jamesfamily/93671,,
Milf HD 720 (18+),,http://nruxmzi.ojswi5dsmftgm2ldfz4hs6q.cmle.ru/milf.m3u8,,
N/A 4K UHD (18+),,http://dns.infinitytv.xyz:8000/juarez/12345/34620,,
N/A HD 720 (18+),,http://v3.myowntv.org/content/35636/seg-VIP-skyand/index.m3u8,,
Nu Art (18+),,http://78.29.1.66/live/nu_art/copy/playlist.m3u8,,
O-la-la (18+),,http://primestreams.tv:826/jamesfamily/jamesfamily/93667,,
O-la-la (18+) (UDP),,http://5.59.236.161:81/udp/239.72.4.3:1234,,
OldTimer (18+),,http://primestreams.tv:826/jamesfamily/jamesfamily/93666,,
Passie XXX (18+),,http://primestreams.tv:826/jamesfamily/jamesfamily/93665,,
Passion XXX 1 (18+),,http://ba5729d5.krasnafhg.ru/iptv/EAEWFFWBXPVVLY/878/index.m3u8,,
Passion XXX 2 (18+),,http://primestreams.tv:826/jamesfamily/jamesfamily/93664,,
Penthouse Black (18+),,http://194.113.104.145/play/909/index.m3u8?auth=iptviptv53:iptv2019,,
Penthouse Gold HD (18+),,http://full.genesis11.me:8000/live/vi1RWn5GfN/ygZKqbRWyI/72915.ts,,
Penthouse Passion HD (18+),,http://ba5729d5.krasnafhg.ru/iptv/EAEWFFWBXPVVLY/1073/index.m3u8,,
Penthouse Quickies (18+),,http://newlook-secure.com:80/mrx_540580/728743/24147,,
Pink O TV (18+),,http://newlook-secure.com:80/mrx_540580/728743/22442,,
Playboy HD  (18+),,http://clienteworld.com:8080/9409/9409/28178,,
Playboy TV (18+),,http://185.220.35.228:8000/play/aooo1/index.m3u8?token=tokenforall,,
Pornstar HD 720 (18+),,http://nruxmzi.ojswi5dsmftgm2ldfz4hs6q.cmle.ru/pornstar.m3u8,,
POV HD 720 (18+),,http://nruxmzi.ojswi5dsmftgm2ldfz4hs6q.cmle.ru/pov.m3u8,,
Private TV HD (18+),,http://78.29.1.66/live/private_tv_hd/copy/playlist.m3u8,,
Prive (18+),,http://tele-live.dnsup.net:23000/live/davideMI/7cGtJzh4nf/21005.ts,,
Red XXX (18+),,http://149.56.25.205:25461/01923/01923/26567,,
Redlight HD (18+),,http://ba5729d5.krasnafhg.ru/iptv/EAEWFFWBXPVVLY/242/index.m3u8,,
Russian HD 720 (18+),,http://nruxmzi.ojswi5dsmftgm2ldfz4hs6q.cmle.ru/russian.m3u8,,
SCT Classic (18+),,http://primestreams.tv:826/jamesfamily/jamesfamily/93640,,
Secret Circle (18+),,http://primestreams.tv:826/jamesfamily/jamesfamily/93639,,
SeXation HD (18+),,http://primestreams.tv:826/jamesfamily/jamesfamily/93638,,
Sext6senso Italia (18+),,http://149.56.25.205:25461/01923/01923/26355,,
SexTreme (18+),,http://cdn.ontvhdbr.co:8880/5585985007683/lu7683/21649,,
Sexy Hot HD 720 (18+),,http://cdn.ontvhdbr.co:8880/5585985007683/lu7683/40683,,
Shot TV (18+),,http://78.29.1.66/live/shot_tv/copy/playlist.m3u8,,
Super One (18+),,http://tele-live.dnsup.net:23000/live/davideMI/7cGtJzh4nf/21010.ts,,
Teen HD 720 (18+),,http://nruxmzi.ojswi5dsmftgm2ldfz4hs6q.cmle.ru/teen.m3u8,,
Threesome HD 720 (18+),,http://nruxmzi.ojswi5dsmftgm2ldfz4hs6q.cmle.ru/threesome.m3u8,,
Tiny 4K (Fake) (18+),,http://iptv.wtf:8080/xdgbtsmi/pgC7331wtR/8357,,
Venus (18+),,http://lista.digitalgroup.me:80/6907/123456/18088,,
Visit-X TV (18+),,http://194.116.150.47:1935/vxtv/live_360p/playlist.m3u8,,
Visit-X TV HD 720 (18+),,http://194.116.150.47:1935/vxtv/live_720p/playlist.m3u8,,
Vivid Red HD (18+),,http://primestreams.tv:826/jamesfamily/jamesfamily/93630,,
Vivid TV (18+),,http://primestreams.tv:826/jamesfamily/jamesfamily/93629,,
WTF Pass (18+),,http://212.83.191.221:25461/7/1234/63388,,
X Bizarre (18+),,http://primestreams.tv:826/jamesfamily/jamesfamily/93628,,
X Bunga Bunga (18+),,http://primestreams.tv:826/jamesfamily/jamesfamily/93627,,
X1 (18+),,http://primestreams.tv:826/jamesfamily/jamesfamily/93624,,
X-MO (18+),,http://149.56.25.205:25461/01923/01923/26623,,
XXL (18+),,http://whiteshark.duckdns.org:80/live/pippofinland/cinziaavellino/48407.ts,,
XXX Stars HD (18+),,http://evolution-tv.dnsfor.me:25461/Giancky/5kizbnFMUW/36084,,
XY Max HD (18+),,http://primestreams.tv:826/jamesfamily/jamesfamily/93622,,
XY Mix (18+),,http://primestreams.tv:826/jamesfamily/jamesfamily/93621,,
XY Plus HD (18+),,http://149.56.25.205:25461/01923/01923/26625,,
??????? ???? (18+),,http://194.113.104.145/play/901/index.m3u8?auth=iptviptv53:iptv2019,,
?? (18+),,http://nl01.spr24.net/2151/mono.m3u8?token=amq7iK77DYAKau,,
